id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
6838,6852,,,,,,1.468610,42.466958,326200,-7.85,-22.05,0.0,8.390,-11.610,M0,1.617,68381.210950,27668.274806,67516.491011,0.00811744,-0.00082069,-0.00788507,0.38448125499360314,0.74118823561261,-0.00000003805787392361111,-0.000000106901416,,,And,1,6838,,3837072.454922792,V362,8.474,8.344
6985,6999,9057,430,,49    And,,1.501695,47.007274,294.139,0.64,-42.53,-11.0,5.270,0.495,K0III,0.999,56.797277,23.555739,65.954848,0.00000537,0.00000253,-0.00002091,0.3931428581495661,0.8204316978264925,0.000000003102807555555556,-0.000000206191258,,49,And,1,6985,,55.207743928075736,,,
7108,7122,,,,,,1.529603,36.093885,1496.33,2.68,-5.30,0.0,9.050,0.742,A2,0.272,341.341497,144.497645,270.234001,0.00000407,0.00000819,-0.00000952,0.4004491766888081,0.6299571291676562,0.000000012993006638888889,-0.000000025695125,,,And,1,7108,,43.97440784473687,V363,9.239,9.009
7148,7162,,,,,,1.538839,-30.680954,793.674,37.98,-79.00,0.0,10.760,3.829,sdG8:,0.620,192.498555,82.038526,-124.150135,-0.00006130,0.00002257,-0.00008014,0.40286720015706395,-0.5354836622745613,0.00000018413223587500002,-0.000000383002807,,,,1,7148,,2.560943517156768,,10.805,10.695
7190,7205,9344,,,,,1.547353,45.625455,2548.44,-3.39,-7.37,0.0,9.100,-0.364,K2III,1.236,502.143716,215.325916,558.424570,0.00002340,-0.00000394,-0.00001952,0.405096190192142,0.7963144113557801,-0.000000016435183770833334,-0.000000035730768,,,And,1,7190,,121.78673848912591,V364,9.148,9.048
7307,7321,9531,446,,,,1.571279,37.237146,468.006,12.62,-21.00,-4.0,5.900,0.116,B9IV,-0.067,104.694685,45.672963,86.817095,0.00000161,0.00001028,-0.00001410,0.41135989135550677,0.64991080915487,0.00000006118348648611111,-0.000000101810872,,,And,1,7307,,78.2708409590612,KK,5.904,5.894
7479,7493,9746,454,,,,1.607557,48.722776,512.893,-16.36,-18.69,-43.0,6.200,0.217,K1III:,1.237,94.675351,42.376773,118.164242,-0.00001161,-0.00001886,-0.00004245,0.42085740098921626,0.850372861147835,-0.00000007931551813888888,-0.000000090611676,,,And,1,7479,,71.31813866797403,OP,6.261,6.111
7497,7511,9800,,,,,1.612984,48.315462,586.691,1.85,-2.77,-6.0,7.420,1.145,F0,0.407,109.102679,49.020691,134.319674,-0.00000274,0.00000054,-0.00000619,0.4222781494792145,0.8432638834932925,0.000000008969053090277777,-0.000000013429338,,,And,1,7497,,30.338911841942704,V365,7.45,7.39
7499,7513,9826,458,Gl 61,50Ups And,,1.613299,41.405459,44.0096,-172.57,-381.01,-28.7,4.100,3.450,F8V,0.536,9.229933,4.147969,8.922950,-0.00000042,-0.00001256,-0.00003810,0.4223606833740253,0.7226615840997149,-0.0000008366429685347222,-0.000001847188604,Ups,50,And,1,7499,,3.630780547701012,,,
7593,7607,9927,464,,51    And,,1.633205,48.628213,177.186,60.90,-112.42,16.0,3.590,-0.085,K3III,1.275,32.669331,14.886999,40.762548,0.00002341,0.00002829,-0.00000729,0.42757205945090027,0.8487224280090337,0.00000029525153145833333,-0.000000545027539,,51,And,1,7593,,94.18895965228413,,,
7636,7651,9996,465,,,,1.642174,45.399706,523.595,-16.21,0.59,3.0,6.380,0.352,B9pe...,-0.021,102.449398,46.975525,114.289306,0.00000692,-0.00001070,0.00000251,0.42992027335239585,0.7923743560285,-0.00000007858829761805557,0.0000000028604,,,And,1,7636,,62.97961479295171,GY,6.399,6.369
7703,7719,10072,469,,52Chi And,,1.655835,44.386165,250.345,-20.49,14.95,7.0,5.010,0.585,G8III...,0.883,49.772829,23.037829,53.683165,0.00000431,-0.00000640,0.00000898,0.43349666678967247,0.7746847131968938,-0.00000009933832314583332,0.000000072479645,Chi,52,And,1,7703,,50.81594425605605,,,
7803,7818,10205,477,,53Tau And,,1.676337,40.577049,712.227,16.67,-23.50,-14.0,4.960,-1.736,B8III,-0.068,150.121031,70.465886,142.023934,-0.00000270,0.00001823,-0.00002821,0.4388640491613548,0.7082031071018775,0.00000008081844054861111,-0.000000113931214,Tau,53,And,1,7803,,430.92332281862633,,,
7854,7869,10607,,,,,1.687330,-67.676956,215.456,320.78,-452.10,-0.2,8.330,4.231,sdG0,0.535,22.679279,10.725880,-61.100200,-0.00016504,0.00003557,-0.00005480,0.4417419258715893,-1.1811857156231786,0.000001555185324486111,-0.000002191842649,,,,1,7854,,1.7684793782817998,,,
7936,7951,10388,,,,,1.702165,39.412203,1832.58,13.00,0.71,0.0,7.680,-1.068,M...,1.627,391.655781,187.082872,356.682655,-0.00001637,0.00003142,0.00000149,0.4456257604755616,0.6878727011190487,0.00000006302577847222222,0.000000003442177,,,And,1,7936,,232.91636302139662,OQ,7.739,7.629
8019,8034,10465,,,,,1.719752,48.516765,326200,-0.68,-4.59,-69.6,6.820,-13.180,M2.5II,1.874,59639.065092,28825.872887,74914.957403,0.00160182,0.00040809,-0.00152723,0.450230025153586,0.8467772982867138,-0.0000000032967330277777777,-0.000000022252947,,,And,1,8019,,16292960.326397248,V366,6.934,6.744
8299,8314,,,,,,1.786858,73.474220,532.137,-207.31,163.46,0.0,9.940,3.877,sdF2:,0.417,41.417532,20.922959,156.393414,-0.00003668,-0.00020221,0.00003677,0.46779839666163986,1.2823670461688677,-0.0000010050672411597222,0.000000792476442,,,,1,8299,,2.4501913368807844,,,
8419,8435,,,,,,1.812231,-26.603564,1094.63,90.65,-46.97,0.0,12.320,4.691,sdB:,-0.060,266.902165,137.071875,-150.273403,-0.00009781,0.00011555,-0.00006832,0.47444095448151247,-0.4643197785236188,0.0000004394836014236112,-0.000000227716985,,,,1,8419,,1.1577105741152705,,12.416,12.216
8601,8618,11224,,,,,1.852581,38.023946,908.635,0.37,-4.13,0.0,7.270,0.045,M3,1.595,194.123650,102.300942,171.585152,0.00000281,0.00000204,-0.00000439,0.4850046096958429,0.6636430578004563,0.0000000017938106180555555,-0.000000020022805,,,And,1,8601,,83.56030182312479,V367,7.466,7.126
8665,8682,,,,,,1.862004,39.140635,1707.85,4.26,-9.90,0.0,10.660,2.065,M8,1.447,358.773396,190.201772,330.484824,0.00000895,0.00001698,-0.00001949,0.48747139371429943,0.6831329450301525,0.000000020653062791666668,-0.000000047996554,,,And,1,8665,,13.001695780332899,V368,10.898,10.328
8795,8814,11428,543,,55    And,,1.888152,40.729790,630.948,-9.60,-4.17,-7.0,5.420,-1.013,K1III,1.311,129.029325,69.539836,126.207405,0.00000174,-0.00000929,-0.00000763,0.4943169727565083,0.7108689311036125,-0.000000046542113333333326,-0.00000002021673,,55,And,1,8795,,221.41141120912616,,,
8920,8939,,,,,,1.918970,43.765686,326200,-0.35,-3.98,0.0,12.370,-7.630,A8,,63294.018653,34773.968834,69171.079898,0.00125137,0.00049392,-0.00139336,0.502385299152581,0.76385532816364,-0.0000000016968478819444444,-0.000000019295584,,,And,1,8920,,98174.79430199864,CI,12.752,11.752
9002,9021,11749,557,,56    And,,1.935927,37.251830,316.392,182.88,10.54,59.0,5.690,0.756,G8III...,1.060,67.499796,37.475858,58.712186,-0.00000237,0.00009704,0.00004047,0.5068244529885163,0.6501670781194088,0.0000008866272589999999,0.000000051099361,,56,And,1,9002,,43.41102097073453,,,
9131,9150,,,,,,1.965249,47.564679,1583.5,0.13,-9.77,0.0,9.020,0.589,M0,1.645,285.146748,161.188606,358.271613,0.00001462,0.00000862,-0.00001551,0.5145010235147557,0.8301602545449099,0.0000000006302577847222222,-0.000000047366296,,,And,1,9131,,50.62907583460215,V369,9.069,8.959
9202,9221,,,,,,1.975954,38.573286,823.738,-10.80,-9.15,0.0,10.010,2.998,sdO:,-0.280,171.594938,97.635276,157.453350,0.00001261,-0.00000804,-0.00000876,0.5173036768510719,0.6732308468460538,-0.0000000523598775,-0.000000044360451,,,,1,9202,,5.505540984847943,,,
9215,9234,11979,,,,,1.978977,45.435250,568.293,39.47,1.35,0.0,7.600,1.395,M8,1.200,106.206331,60.541447,124.121566,-0.00001721,0.00002856,0.00000080,0.5180950953646475,0.79299471626861,0.00000019135595971527776,0.000000006544984,,,And,1,9215,,24.099054286865943,V370,7.931,6.921
9480,9500,12376,,,,,2.036919,36.716988,186.293,138.50,-55.49,9.9,8.220,4.436,G9V,0.830,39.423107,23.271932,34.144119,-0.00000459,0.00004182,-0.00000626,0.5332640393357913,0.6408323280477788,0.0000006714669475694445,-0.000000269023111,,,And,1,9480,,1.4641986429352767,V371,8.252,8.192
9618,9640,12533,603,,57Gam1And,Almaak,2.064984,42.329725,393.012,43.08,-50.85,-12.0,2.100,-3.305,B8V,1.370,76.368059,45.840864,81.131974,-0.00000358,0.00002720,-0.00003022,0.5406116765051688,0.738793066882135,0.00000020885773358333334,-0.000000246527756,Gam-1,57,And,1,9618,,1828.1002161427427,,,
9719,9740,,,,,,2.088382,45.092805,2118.18,14.37,-8.56,0.0,9.010,-0.052,A5,0.221,391.590457,238.331781,459.903336,-0.00000722,0.00004856,-0.00001902,0.5467371065926017,0.7870179158745537,0.00000006966772589583332,-0.000000041500051,,,And,1,9719,,91.3692373681454,V372,9.386,8.956
9757,9779,12743,,,,,2.096176,39.759786,374.942,-64.99,-12.19,0.0,7.580,2.278,F0,0.342,75.385550,46.092483,73.513809,0.00002260,-0.00002863,-0.00000522,0.5487775270464038,0.6939391668856137,-0.00000031508041099305554,-0.000000059098787,,,And,1,9757,,10.68562674599961,V373,7.628,7.538
9954,9977,13041,620,,58    And,,2.141454,37.859077,191.432,154.22,-43.64,8.0,4.780,0.937,A5IV-V,0.120,39.240709,24.636572,36.016533,-0.00001140,0.00004464,-0.00000478,0.5606314471970087,0.6607655497389625,0.0000007476796581527777,-0.00000021157269,,58,And,1,9954,,36.74514791999399,,,
10000,10023,13079,,,,,2.150645,39.592299,545.485,10.35,-12.88,0.0,8.780,2.664,F0...,0.362,108.971156,68.781428,106.575335,0.00000115,0.00001065,-0.00000805,0.5630375480593894,0.6910159816149826,0.0000000501782159375,-0.000000062444002,,,And,1,10000,,7.488589075216435,V419,8.803,8.753
10004,10027,13078,,,,,2.150950,40.794214,718.502,7.78,-7.96,-45.1,8.970,2.255,F2V,0.451,141.005687,89.017024,143.908129,-0.00002927,-0.00000865,-0.00003657,0.563117408036913,0.71199334932728,0.00000003771850434722223,-0.000000038591168,,,And,1,10004,,10.914403364487566,BX,9.366,8.856
10153,10176,13294,628,,59    And,,2.181342,39.039526,455.587,-7.99,-21.52,1.0,6.090,0.365,B9V,-0.054,91.265902,58.636931,87.968768,0.00001131,0.00000084,-0.00001067,0.5710738900546356,0.68136826309584,-0.000000038736613076388896,-0.000000104331904,,59,And,1,10153,,62.23002851691592,,6.272,5.962
10157,10180,13295,629,,59    And,,2.181575,39.043286,326200,-7.60,-19.97,15.0,6.820,-13.180,A1Vn,0.081,65340.342972,41985.797131,62990.733021,0.00713192,0.00020345,-0.00750919,0.5711349425989024,0.681433887848695,-0.00000003684583972222222,-0.000000096817292,,59,And,1,10157,,16292960.326397248,,,
10169,10192,,,,,,2.184046,48.945846,326200,13.56,-2.15,0.0,9.440,-10.560,M4e,1.614,55230.455749,35540.006828,75408.916399,-0.00289618,0.00595322,-0.00068453,0.5717817862314319,0.8542661757944274,0.00000006574073508333334,-0.000000010423494,,,And,1,10169,,1458814.2602753504,RV,10.58,9.21
10297,10321,13507,,,,,2.215276,40.668340,87.5703,59.29,-108.78,0.0,7.190,5.046,G0,0.672,17.032715,11.158294,17.494724,0.00000349,0.00001151,-0.00001074,0.579957980152773,0.7097964294221912,0.0000002874460312013889,-0.000000527380321,,,And,1,10297,,0.8348337537236499,V450,7.211,7.171
10315,10339,13531,,,,,2.220368,40.507588,85.4151,58.11,-95.90,0.0,7.350,5.260,G0,0.700,16.638945,10.932058,17.008369,0.00000256,0.00001051,-0.00000926,0.5812909890957605,0.7069907888072088,0.00000028172522977083336,-0.000000464936319,,,And,1,10315,,0.6854882264526615,V451,7.374,7.334
10316,10340,13520,643,,60    And,,2.220369,44.231652,530.406,-20.58,-15.25,-46.0,4.840,-1.216,K4III,1.476,97.371981,63.974858,113.424253,-0.00001226,-0.00002746,-0.00004143,0.5812912709717647,0.7719879590767474,-0.00000009977465545833331,-0.000000073934086,,60,And,1,10316,,266.931606362429,,,
10662,10687,14028,663,,,,2.292489,44.304935,1462.78,-0.63,-3.10,-45.0,8.600,0.342,M7:Sev,1.079,264.828219,181.245699,313.218077,-0.00002252,-0.00001707,-0.00003697,0.6001722362746459,0.77326699149429,-0.0000000030543261875000004,-0.000000015029224,,,And,1,10662,,63.562357993784396,W,9.565,7.325
10793,10819,14212,670,,62    And,,2.321337,47.379973,245.818,-60.05,-6.06,-30.0,5.310,0.924,A1V,0.006,41.890805,29.136541,55.452774,-0.00000319,-0.00002894,-0.00002408,0.6077245596071172,0.8269365289275462,-0.0000002911306151736111,-0.000000029379709,,62,And,1,10793,,37.187758332493566,,,
10918,10944,14392,682,,63    And,,2.349499,50.151466,392.539,38.84,-31.23,-2.0,5.570,0.168,B9p Si,-0.089,62.974654,44.493783,92.387561,-0.00000272,0.00002582,-0.00001324,0.6150973366392933,0.87530819918602,0.0000001883016335277778,-0.000000151407312,,63,And,1,10918,,74.61050851930628,PZ,5.583,5.553
10925,10951,14437,,,,,2.350742,42.943962,521.086,6.27,-13.07,0.0,7.260,1.243,Ap...,-0.029,95.481810,67.507694,108.831101,0.00000283,0.00000795,-0.00000741,0.6154227619809055,0.749513525554955,0.00000003039781777083333,-0.000000063365148,,,And,1,10925,,27.72043237577702,V436,7.282,7.242
11193,11220,14770,694,,64    And,,2.406919,50.006546,399.266,24.54,-35.79,-13.0,5.190,-0.249,G8III,0.979,63.558061,46.353822,93.771972,-0.00000234,0.00001632,-0.00002383,0.6301299110161755,0.87277887674536,0.00000011897327720833333,-0.000000173514816,,64,And,1,11193,,109.54687673339954,,,
11286,11313,14872,699,,65    And,,2.427060,50.278631,369.422,23.79,-14.35,-5.0,4.730,-0.540,K4III,1.532,58.248225,42.953597,87.107710,-0.00000550,0.00001217,-0.00000897,0.6354027362002778,0.8775276532558237,0.00000011533717460416666,-0.000000069570763,,65,And,1,11286,,143.21878992735438,,,
11438,11465,15138,709,,66    And,,2.464380,50.569974,184.398,31.53,-90.46,-4.0,6.160,2.399,F4V,0.435,28.686811,21.590183,43.663097,0.00000803,0.00001686,-0.00001890,0.645173134540343,0.8826125555785188,0.00000015286175347916668,-0.000000438562455,,66,And,1,11438,,9.558725718846912,,,
11701,11729,,,,,,2.523821,-16.984736,567.304,400.32,-59.43,0.0,10.460,4.258,sdG2,0.453,131.322291,102.074727,-50.802930,-0.00021868,0.00025749,-0.00004792,0.6607347170536024,-0.2964395620917375,0.000001940806126,-0.00000028812477,,,,1,11701,,1.7250432972458432,,,
11757,11785,15594,,,,,2.535137,50.180812,1388.09,22.83,9.75,0.0,7.110,-1.035,M0,1.734,214.650879,167.867147,326.837910,-0.00004118,0.00002758,0.00001288,0.6636973864759286,0.8758203956066637,0.00000011068296327083333,0.000000047269333,,,And,1,11757,,225.94357702209783,V375,7.203,6.993
12008,12039,15922,,,,,2.586560,49.860334,652.4,49.40,-8.28,0.0,7.790,1.285,A0,0.256,100.482688,80.785709,152.895058,-0.00002523,0.00004117,-0.00000518,0.6771597226071342,0.870226989752495,0.00000023949795819444446,-0.000000040142572,,,And,1,12008,,26.668586645214795,V376,7.93,7.67
12025,12056,15965,,,,,2.590446,45.934211,326200,1.09,-3.15,0.0,9.220,-10.780,A,0.109,54158.554775,43632.891171,71854.170045,0.00052293,0.00109985,-0.00106203,0.6781771382391047,0.8017032283732375,0.0000000052844691180555555,-0.00000001527163,,,And,1,12025,,1786487.5748520498,V406,9.342,9.152
12104,12136,16097,,,,,2.605247,40.204852,326200,2.17,-7.44,0.0,7.530,-12.470,B9,-0.042,59287.771538,48145.289443,64552.236603,0.00114420,0.00228428,-0.00275459,0.6820520610539976,0.7017070423863012,0.000000010520456868055556,-0.000000036070137,,,And,1,12104,,8472274.141405981,V377,7.595,7.515
12266,12298,16326,,,,,2.639940,39.169425,326200,-0.26,-1.26,-63.0,10.010,-9.990,C54(N3),2.100,59737.250692,49417.377141,63161.567455,0.00033912,0.00011695,-0.00051425,0.6911347389704888,0.6836354355492951,-0.0000000012605155694444444,-0.000000006108652,,,And,1,12266,,862978.5477669702,UY,10.209,9.939
12739,12772,17288,,,,,2.736051,-60.056057,300.645,357.45,-2.24,8.2,9.840,5.017,sdG8,0.580,34.698377,30.207133,-79.863123,-0.00010236,0.00012264,-0.00000777,0.716296417456885,-1.0481759350234776,0.0000017329665011458333,-0.000000010859826,,,,1,12739,,0.8574326166361794,,,
15034,15071,,,,,,3.238003,-14.834132,579.396,17.80,8.35,0.0,10.610,4.363,sdF0,0.374,113.614576,128.734700,-45.474542,-0.00001027,0.00001152,0.00000695,0.8477071820973074,-0.2589044447830075,0.00000008629683513888888,0.000000040481942,,,,1,15034,,1.5660297206860476,,10.672,10.542
17781,17823,24333,,,,,3.813765,-61.342110,862.963,18.35,9.10,0.0,10.310,3.197,sdG8,0.532,68.715837,106.652768,-232.142590,-0.00001424,0.00002135,0.00000560,0.9984413204289658,-1.070621790967115,0.00000008896331038194445,0.000000044118044,,,,1,17781,,4.583529174381887,,10.359,10.259
19481,19530,26892,,,,,4.184381,-63.160576,1842.94,11.60,8.30,0.0,9.220,0.460,Fm delta Del,0.398,116.732126,226.802621,-504.110421,-0.00001897,0.00003257,0.00001026,1.095468492085886,-1.1023600099040687,0.00000005623838694444444,0.000000040239535,,,Ret,1,19481,,57.016427228074754,UZ,9.26,9.17
19518,19567,26601,,,,,4.191952,-25.133974,2297.18,-7.19,-12.46,26.0,9.360,0.121,Md,1.500,290.636830,567.447853,-299.110194,0.00002458,-0.00000584,-0.00004980,1.0974503569915932,-0.43867059356811,-0.000000034858103631944445,-0.000000060407784,,,Eri,1,19518,,77.91121911130922,W,11.786,7.856
21198,21252,29383,,,,,4.559117,-63.029167,2673.77,13.54,15.31,26.0,9.230,-0.338,Md,1.099,136.930522,345.614374,-730.522738,-0.00002561,0.00008144,0.00000389,1.193574140383008,-1.1000664965314775,0.00000006564377234722223,0.000000074224974,,,Ret,1,21198,,118.90496789850985,R,11.63,7.51
21368,21421,29139,1457,Gl 171.1A,87Alp Tau,Aldebaran,4.598677,16.509301,66.6531,62.78,-189.36,54.5,0.870,-0.682,K5III,1.538,7.027220,18.287604,5.806661,0.00001528,0.00005709,-0.00000214,1.2039308112027507,0.2881416661221312,0.0000003043660286527778,-0.000000918043185,Alp,87,Tau,1,21368,Gl 171.1,163.23000728189953,Alp,0.888,0.858
21557,21609,29907,,,,,4.639389,-65.416004,188.883,732.93,1249.38,59.0,9.850,6.036,sdG4,0.639,8.399657,22.577952,-52.655528,-0.00007284,0.00039417,0.00009101,1.214589145767953,-1.1417246578048326,0.0000035533449088958333,0.000006057165162,,,,1,21557,,0.3354285308326897,,,
23289,23344,,,,,,5.021284,4.110283,371.103,154.34,-146.31,0.0,9.790,4.510,sdF0:,0.413,28.757779,109.768434,8.154316,-0.00008087,0.00002717,-0.00008048,1.3145690172875526,0.07173797935466,0.0000007482614345694444,-0.000000709330896,,,,1,23289,,1.3677288255958489,,,
24259,24316,34328,,,,,5.217984,-59.645629,221.603,935.43,515.36,235.0,9.430,5.270,sdG5,0.503,6.978471,33.614966,-58.623867,-0.00024715,0.00032495,-0.00012163,1.3660649160603553,-1.04101260481189,0.0000045350926120208335,0.000002498535784,,,,1,24259,,0.6792036326171845,,,
25348,25412,40857,,,,,5.435051,-86.388263,1965.06,0.03,32.05,46.0,10.040,1.141,Md,1.500,5.592313,37.534479,-601.213532,0.00001412,0.00009533,-0.00004106,1.422892963272636,-1.50775962540064,0.00000000014544410416666664,0.000000155382784,,,Oct,1,25348,,30.45089066974223,R,11.516,7.516
27811,27880,,,,,,5.899669,-14.381470,1080.13,75.49,-434.52,0.0,11.460,3.860,sdF9:,0.520,8.423963,320.638850,-82.243909,-0.00012569,-0.00016999,-0.00067564,1.5445298303761652,-0.25100400485853497,0.0000003659858474513889,-0.000002106612404,,,,1,27811,,2.4888573182823905,,11.518,11.378
28199,28271,40372,2100,,59    Ori,,5.973456,1.837108,364.469,6.01,-7.83,45.0,5.890,0.649,A5me del Del,0.223,0.776036,111.672077,3.581922,-0.00000293,0.00004616,-0.00000276,1.5638471989513942,0.03206358984202875,0.000000029137302201388888,-0.000000037960911,,59,Ori,1,28199,,47.907113000307426,V1004,5.923,5.863
30016,30089,44179,,,,Red Rectangle,6.332838,-10.637414,1437,-10.98,-21.10,0.0,8.850,0.630,B8,0.344,-37.678828,431.315480,-81.318571,0.00002408,-0.00000625,-0.00004429,1.6579330572152564,-0.18565790108725252,-0.000000053232542125,-0.000000102295686,,,Mon,1,30016,,48.75284901033863,V777,8.897,8.767
32481,32567,,,,,,6.795816,58.642922,733.034,-6.92,-477.52,0.0,10.320,3.562,sdF2:,0.444,-24.187267,114.408302,191.896822,-0.00008451,0.00043618,-0.00027069,1.7791405934453164,1.023512078029989,-0.00000003354910669444445,-0.000002315082287,,,,1,32481,,3.274914755555788,,,
33492,33579,52089,2618,,21Eps CMa,Adhara,6.977097,-28.972084,405.217,2.63,2.29,27.0,1.500,-3.971,B2II,-0.211,-27.497987,105.141608,-60.171969,-0.00000781,0.00002362,-0.00001217,1.8265996485677483,-0.5056582518554612,0.00000001275059979861111,0.000000011102233,Eps,21,CMa,1,33492,,3375.981048554255,,,
35535,35633,,,,,,7.353407,-15.358384,179.527,336.88,-405.54,0.0,9.780,6.077,sdG5:,0.741,-18.412985,49.773743,-14.576551,-0.00007435,-0.00005806,-0.00010433,1.9251173998528617,-0.26805437549225,0.0000016332403270555558,-0.0000019661134,,,,1,35535,,0.32299812405956246,,,
35806,35904,58350,2827,,31Eta CMa,Aludra,7.401584,-29.303104,1989.02,-3.76,6.66,41.0,2.450,-6.476,B5Ia,-0.083,-190.762166,496.337122,-298.432917,-0.00000620,0.00004711,-0.00000336,1.9377301884962992,-0.5114356374748288,-0.00000001822899438888889,0.000000032288591,Eta,31,CMa,1,35806,,33915.6386905822,Eta,2.509,2.409
36074,36174,,,,,,7.450652,19.098730,445.628,-38.97,-234.40,0.0,10.730,5.053,sdF8:,0.440,-47.856574,119.894051,44.699030,0.00000514,0.00005674,-0.00014669,1.950576039845951,0.33333572647141374,-0.00000018893189131249998,-0.000001136403267,,,,1,36074,,0.8294686950952627,,,
36327,36430,,,,,,7.497456,32.866194,2912.5,16.93,-199.64,0.0,10.410,0.656,sdF8:,0.540,-286.530734,693.051227,484.534762,-0.00024689,0.00040536,-0.00072579,1.962829436190866,0.5736233000322287,0.00000008207895611805556,-0.000000967882031,,,,1,36327,,47.599237966724985,,,
